mp_id,name,party,state,constituency,gender,age,education,attendance_pct,debates_count,total_questions_prs,total_questions_parsed,pvt_member_bills_count,profile_url,Health and Family Welfare,Agriculture and Farmers Welfare,Railways,Finance,Education,"Environment, Forest and Climate Change",Jal Shakti,Women and Child Development,Road Transport and Highways,Housing and Urban Affairs,Home Affairs,Commerce and Industry,Labour and Employment,Civil Aviation,Rural Development,"Consumer Affairs, Food and Public Distribution",AYUSH,Communications,Petroleum and Natural Gas,Textiles,Chemicals and Fertilizers,Law and Justice,"Fisheries, Animal Husbandry and Dairying",Tourism,Electronics and Information Technology,"Micro, Small and Medium Enterprises",Social Justice and Empowerment,Culture,Defence,New and Renewable Energy,Skill Development and Entrepreneurship,External Affairs,Youth Affairs and Sports,Human Resource Development,Power,Tribal Affairs,Information and Broadcasting,Coal,Prime Minister,Food Processing Industries,Corporate Affairs,Science and Technology,Minority Affairs,"Ports, Shipping and Waterways",Heavy Industries and Public Enterprises,Earth Sciences,Panchayati Raj,Mines,Steel,Statistics and Programme Implementation,Cooperation,Planning,Shipping,Development of North Eastern Region,Ayush,Consumer Affairs,Micro,Parliamentary Affairs,Heavy Industries,Statiscs and Programme Implementation,Atomic Energy,"Personnel, Public Grievances and Pensions",Space
dnv-senthilkumar-s,DNV Senthilkumar S.,DMK,Tamil Nadu,Dharmapuri,Male,46 years,Professional Post Graduate,99,316,511,511,6,https://prsindia.org/mptrack/17-lok-sabha/dnv-senthilkumar-s,59,40,27,20,24,6,11,10,14,21,15,18,9,12,7,12,17,10,10,22,6,6,8,9,4,10,7,7,1,8,4,4,14,6,4,0,9,15,0,4,0,5,2,2,0,0,0,0,2,1,0,1,3,0,4,1,0,0,0,0,0,0,0
p-velusamy,P. Velusamy,DMK,Tamil Nadu,Dindigul,Male,56 years,Information Not Available,81,16,211,211,0,https://prsindia.org/mptrack/17-lok-sabha/p-velusamy,18,16,6,28,2,5,2,6,1,3,4,7,8,18,9,6,2,14,2,1,7,0,1,1,7,3,1,2,0,1,0,3,1,1,5,0,1,4,5,0,1,1,0,2,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
ganeshamurthi,A. Ganeshamurthi,DMK,Tamil Nadu,Erode,Male,76 years,Graduate,70,30,276,276,1,https://prsindia.org/mptrack/17-lok-sabha/ganeshamurthi,24,13,17,28,6,8,6,2,12,6,14,8,11,9,7,3,3,3,5,7,4,8,3,1,2,4,4,2,9,0,1,10,4,6,3,0,4,1,8,2,0,0,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gautham-sigamani-pon,Gautham Sigamani Pon,DMK,Tamil Nadu,Kallakurichi,Male,49 years,Doctorate,91,53,379,379,2,https://prsindia.org/mptrack/17-lok-sabha/gautham-sigamani-pon,40,35,14,13,21,9,4,6,10,15,4,21,10,5,9,5,7,5,12,20,2,7,4,8,3,9,8,10,7,4,1,4,4,1,3,2,6,12,1,5,1,7,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
g-selvam,G. Selvam,DMK,Tamil Nadu,Kancheepuram,Male,49 years,Post Graduate,82,18,436,436,1,https://prsindia.org/mptrack/17-lok-sabha/g-selvam,43,26,15,10,20,7,3,13,13,22,10,24,9,8,14,5,9,5,12,31,1,10,8,10,2,22,7,10,3,3,5,1,6,4,0,2,5,11,1,10,2,7,0,0,0,1,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
h-vasanthakumar,H. Vasanthakumar,INC,Tamil Nadu,Kanniyakumari,Male,73 years,Post Graduate,88,40,104,104,2,https://prsindia.org/mptrack/17-lok-sabha/h-vasanthakumar,5,4,3,5,0,2,3,4,7,2,4,3,4,2,1,2,3,4,2,4,2,1,2,2,0,1,2,1,2,0,1,0,1,6,3,0,1,0,3,1,4,1,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
vijayakumar-alias-vijay-vasanth,Vijayakumar alias Vijay Vasanth,INC,Tamil Nadu,Kanniyakumari,Male,,Information Not Available,88,21,194,194,0,https://prsindia.org/mptrack/17-lok-sabha/vijayakumar-alias-vijay-vasanth,18,8,9,12,11,5,2,1,4,5,17,3,3,5,4,6,1,3,7,2,5,5,2,3,3,2,4,6,4,2,1,8,2,0,2,2,2,0,5,0,1,0,0,2,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
s-jothimani,S. Jothimani,INC,Tamil Nadu,Karur,Female,48 years,Post Graduate,74,42,201,201,2,https://prsindia.org/mptrack/17-lok-sabha/s-jothimani,20,10,6,12,9,5,7,10,2,4,7,6,7,3,5,4,3,3,3,6,0,5,2,1,6,7,7,1,0,1,5,1,4,3,4,2,5,1,4,2,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chellakumar,A. Chellakumar,INC,Tamil Nadu,Krishnagiri,Male,64 years,Information Not Available,65,27,195,195,0,https://prsindia.org/mptrack/17-lok-sabha/chellakumar,13,12,5,13,3,7,11,4,5,10,8,5,10,8,7,4,2,5,4,1,2,4,0,2,4,2,5,1,1,5,1,5,3,1,0,3,1,3,4,1,1,1,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s-venkatesan,S. Venkatesan,CPI(M),Tamil Nadu,Madurai,Male,53 years,Information Not Available,73,33,256,256,0,https://prsindia.org/mptrack/17-lok-sabha/s-venkatesan,17,7,25,19,15,1,6,17,6,6,5,2,3,9,14,4,4,6,4,3,1,1,1,0,3,7,10,5,2,0,2,7,6,8,2,2,1,2,4,1,5,2,6,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
s-ramalingam,S. Ramalingam,DMK,Tamil Nadu,Mayiladuthurai,Male,80 years,Information Not Available,73,16,148,148,0,https://prsindia.org/mptrack/17-lok-sabha/s-ramalingam,9,3,14,6,4,8,8,3,6,6,8,1,3,4,5,3,2,1,1,2,1,3,2,4,1,0,1,4,7,1,2,6,2,1,0,0,1,0,2,1,1,1,0,3,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
m-selvaraj,M. Selvaraj,CPI,Tamil Nadu,Nagapattinam,Male,66 years,Information Not Available,54,57,239,239,0,https://prsindia.org/mptrack/17-lok-sabha/m-selvaraj,29,13,10,10,9,5,2,7,12,10,8,6,11,10,4,8,1,7,10,2,4,5,2,3,6,1,1,2,1,6,3,5,0,3,1,0,6,0,1,1,0,2,1,5,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
akp-chinraj,A.K.P. Chinraj,DMK,Tamil Nadu,Namakkal,Male,58 years,Information Not Available,72,12,263,263,0,https://prsindia.org/mptrack/17-lok-sabha/akp-chinraj,30,11,17,17,11,12,2,1,6,3,15,4,5,24,7,6,1,2,9,2,1,16,0,1,3,5,4,2,6,3,1,5,1,5,3,1,1,3,6,1,1,1,0,0,2,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
andimuthu-raja,Andimuthu Raja,DMK,Tamil Nadu,Nilgiris,Male,60 years,Post Graduate,73,43,271,271,2,https://prsindia.org/mptrack/17-lok-sabha/andimuthu-raja,11,11,20,17,7,14,6,6,6,9,13,4,5,15,4,3,2,10,5,6,2,6,3,5,8,4,4,3,10,0,3,8,1,6,5,2,4,3,3,1,2,3,1,1,3,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tr-paarivendhar,T.R. Paarivendhar,DMK,Tamil Nadu,Perambalur,Male,82 years,Doctorate,62,40,268,268,2,https://prsindia.org/mptrack/17-lok-sabha/tr-paarivendhar,17,8,17,17,11,7,5,2,13,5,19,9,6,14,2,7,2,4,5,7,2,9,4,4,1,2,6,0,8,1,1,18,3,7,0,2,4,0,3,3,4,0,4,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
k-shanmugasundaram,K. Shanmugasundaram,DMK,Tamil Nadu,Pollachi,Male,53 years,Information Not Available,77,19,216,216,0,https://prsindia.org/mptrack/17-lok-sabha/k-shanmugasundaram,20,18,3,26,4,12,0,3,6,4,3,5,5,17,6,8,2,8,2,1,10,1,2,3,9,5,1,2,4,2,0,1,1,0,2,1,0,3,6,1,1,2,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
k-navaskani,K. Navaskani,IUML,Tamil Nadu,Ramanathapuram,Male,44 years,Inter/ Higher Secondary,89,134,271,271,3,https://prsindia.org/mptrack/17-lok-sabha/k-navaskani,23,20,7,16,12,14,6,5,2,11,12,14,8,10,6,9,8,3,3,4,4,2,9,3,2,4,2,4,0,3,2,9,0,5,2,0,0,2,2,1,3,2,10,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sr-parthiban,S.R. Parthiban,DMK,Tamil Nadu,Salem,Male,54 years,Information Not Available,88,42,286,286,0,https://prsindia.org/mptrack/17-lok-sabha/sr-parthiban,14,19,19,6,8,8,9,7,7,8,6,11,5,8,9,6,13,4,6,11,8,1,0,1,1,10,0,10,2,4,14,1,8,1,1,6,6,1,2,3,1,1,1,3,0,4,4,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0
karti-p-chidambaram,Karti P. Chidambaram,INC,Tamil Nadu,Sivaganga,Male,52 years,Graduate,77,24,165,165,2,https://prsindia.org/mptrack/17-lok-sabha/karti-p-chidambaram,17,5,6,15,7,8,7,8,5,5,11,3,6,3,4,1,1,3,2,0,2,4,1,1,5,3,2,2,0,1,2,4,6,1,0,0,3,1,3,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thalikkottai-rajuthevar-baalu,Thalikkottai Rajuthevar Baalu,DMK,Tamil Nadu,Sriperumbudur,Male,82 years,Graduate,85,58,225,225,0,https://prsindia.org/mptrack/17-lok-sabha/thalikkottai-rajuthevar-baalu,16,14,2,16,5,19,9,7,5,10,5,4,2,4,4,4,4,2,5,2,6,3,5,3,4,2,5,3,6,2,2,8,1,1,0,2,3,6,5,2,1,1,2,5,0,2,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
dhanush-m-kumar,Dhanush M Kumar,DMK,Tamil Nadu,Tenkasi,Male,48 years,Professional Post Graduate,99,121,490,490,2,https://prsindia.org/mptrack/17-lok-sabha/dhanush-m-kumar,45,35,15,17,25,8,4,11,16,23,11,27,9,10,10,4,11,8,13,30,4,12,9,16,5,22,9,10,3,3,7,1,6,3,0,0,7,12,0,12,2,7,0,0,0,1,0,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0
ss-palanimanickam,S.S. Palanimanickam,DMK,Tamil Nadu,Thanjavur,Male,73 years,Professional Graduate,51,7,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/ss-palanimanickam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p-raveendranath-kumar,P. Raveendranath Kumar,AIADMK,Tamil Nadu,Theni,Male,44 years,Information Not Available,55,103,196,196,0,https://prsindia.org/mptrack/17-lok-sabha/p-raveendranath-kumar,3,5,11,3,7,6,7,9,2,2,5,1,6,9,1,8,13,1,1,8,5,5,2,4,3,4,4,5,1,4,4,2,3,3,2,0,2,2,5,5,1,2,5,2,3,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
kanimozhi-karunanidhi,Kanimozhi Karunanidhi,DMK,Tamil Nadu,Thoothukkudi,Female,56 years,Post Graduate,69,65,182,182,2,https://prsindia.org/mptrack/17-lok-sabha/kanimozhi-karunanidhi,8,8,9,8,4,9,9,10,3,5,7,1,8,5,6,2,0,1,6,2,2,3,6,3,2,5,4,8,1,4,0,3,2,5,1,0,0,0,7,0,1,2,0,3,0,1,3,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
su-thirunavukkarasar,Su Thirunavukkarasar,INC,Tamil Nadu,Tiruchirappalli,Male,74 years,Post Graduate,68,37,358,358,2,https://prsindia.org/mptrack/17-lok-sabha/su-thirunavukkarasar,31,20,13,20,9,12,14,5,15,8,21,16,10,12,2,16,3,2,9,6,5,4,4,0,3,2,3,12,12,2,3,14,5,4,3,0,5,2,7,5,2,1,0,1,5,4,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0
s-gnanathiraviam,S. Gnanathiraviam,DMK,Tamil Nadu,Tirunelveli,Male,59 years,Information Not Available,64,25,251,251,0,https://prsindia.org/mptrack/17-lok-sabha/s-gnanathiraviam,12,14,8,20,6,5,9,6,6,6,5,6,6,4,3,8,9,4,3,7,7,7,3,3,1,1,4,4,3,11,1,5,6,0,3,1,4,1,6,3,5,4,6,3,3,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
k-subbarayan,K. Subbarayan,CPI,Tamil Nadu,Tiruppur,Male,76 years,Matric,61,58,169,169,0,https://prsindia.org/mptrack/17-lok-sabha/k-subbarayan,17,5,2,22,4,8,2,3,5,1,11,7,10,4,4,4,0,4,5,2,3,5,2,0,1,3,0,0,5,0,0,3,1,2,3,1,0,0,2,1,2,3,1,0,4,1,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
k-jayakumar,K. Jayakumar,INC,Tamil Nadu,Tiruvallur,Male,73 years,Doctorate,87,33,38,38,0,https://prsindia.org/mptrack/17-lok-sabha/k-jayakumar,3,1,1,2,2,2,0,3,4,0,0,1,1,2,1,3,0,0,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cn-annadurai,C.N. Annadurai,DMK,Tamil Nadu,Tiruvannamalai,Male,50 years,Information Not Available,78,55,451,451,1,https://prsindia.org/mptrack/17-lok-sabha/cn-annadurai,40,36,19,14,27,11,7,8,14,21,6,22,6,8,10,6,13,7,14,28,6,6,7,15,2,19,8,9,3,1,7,1,5,1,0,1,6,11,0,10,0,8,0,0,1,1,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
dm-kathir-anand,D.M. Kathir Anand,DMK,Tamil Nadu,Vellore,Male,49 years,Post Graduate,63,32,262,262,5,https://prsindia.org/mptrack/17-lok-sabha/dm-kathir-anand,18,13,4,11,10,4,7,2,3,6,6,7,6,11,5,8,10,3,7,1,11,5,2,3,5,9,5,5,9,5,2,5,1,1,3,3,2,5,6,3,10,1,1,4,1,3,3,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0
d-ravikumar,D. Ravikumar,DMK,Tamil Nadu,Viluppuram,Male,63 years,Doctorate,71,60,220,220,5,https://prsindia.org/mptrack/17-lok-sabha/d-ravikumar,13,6,4,10,13,2,4,14,5,4,12,4,3,4,9,3,0,2,0,6,3,13,1,0,8,4,11,4,0,1,3,4,2,3,3,7,2,4,7,0,0,3,13,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
manicka-tagore,Manickam Tagore B.,INC,Tamil Nadu,Virudhunagar,Male,48 years,Professional Graduate,88,96,317,317,0,https://prsindia.org/mptrack/17-lok-sabha/manicka-tagore,35,15,15,20,11,9,5,8,7,13,11,7,13,12,9,6,3,4,10,5,2,10,3,4,9,3,5,2,1,8,2,3,5,5,4,4,3,0,8,3,1,1,0,1,0,0,1,1,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0
soyam-bapu-rao,Soyam Bapu Rao,BJP,Telangana,Adilabad,Male,54 years,Inter/ Higher Secondary,84,10,29,29,0,https://prsindia.org/mptrack/17-lok-sabha/soyam-bapu-rao,4,1,0,1,0,1,1,1,1,2,0,2,1,0,0,0,0,1,1,3,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
komati-reddy-venkat-reddy,Komati Reddy Venkat Reddy,INC,Telangana,Bhongir,Male,60 years,Inter/ Higher Secondary,57,22,357,357,0,https://prsindia.org/mptrack/17-lok-sabha/komati-reddy-venkat-reddy,23,16,17,30,16,12,15,4,10,13,15,10,14,11,13,8,4,7,4,13,8,7,5,5,8,4,6,3,9,3,2,5,2,1,3,1,3,4,0,1,1,6,0,2,1,3,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0
gaddam-ranjith-reddy,Gaddam Ranjith Reddy,BRS,Telangana,Chevella,Male,59 years,Post Graduate,70,37,385,385,3,https://prsindia.org/mptrack/17-lok-sabha/gaddam-ranjith-reddy,27,19,17,28,18,9,12,12,7,14,8,14,4,12,14,6,6,7,5,7,12,10,7,1,3,5,4,2,5,5,8,8,2,4,3,3,3,7,3,2,3,7,14,0,1,1,5,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0
asaduddin-owaisi,Asaduddin Owaisi,AIMIM,Telangana,Hyderabad,Male,54 years,Professional Graduate,72,60,366,366,3,https://prsindia.org/mptrack/17-lok-sabha/asaduddin-owaisi,37,10,8,25,7,13,8,11,13,8,34,15,14,10,7,7,1,4,8,3,4,9,3,2,7,1,7,1,10,2,0,16,1,8,9,3,7,4,1,2,3,2,12,2,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
sanjay-kumar-bandi,Sanjay Kumar Bandi,BJP,Telangana,Karimnagar,Male,52 years,Post Graduate,74,6,57,57,0,https://prsindia.org/mptrack/17-lok-sabha/sanjay-kumar-bandi,5,2,3,8,0,0,2,2,1,4,2,3,4,0,3,2,1,0,1,1,3,1,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nama-nageswara-rao,Nama Nageswara Rao,BRS,Telangana,Khammam,Male,66 years,Inter/ Higher Secondary,88,51,226,226,0,https://prsindia.org/mptrack/17-lok-sabha/nama-nageswara-rao,23,19,11,21,10,12,7,3,7,6,5,4,3,4,5,7,0,0,4,3,8,3,0,2,3,6,2,1,4,1,1,1,2,2,4,1,1,4,6,4,1,2,2,1,2,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
kavitha-malothu,Kavitha Malothu,BRS,Telangana,Mahabubabad,Female,43 years,Graduate,47,5,144,144,0,https://prsindia.org/mptrack/17-lok-sabha/kavitha-malothu,8,7,6,9,6,2,7,4,2,2,4,5,2,5,8,5,3,2,3,3,3,4,2,1,0,2,4,0,2,1,4,5,0,0,2,2,1,2,1,0,0,2,2,0,1,1,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
manne-srinivas-reddy,Manne Srinivas Reddy,BRS,Telangana,Mahabubnagar,Male,65 years,Graduate,64,13,356,356,0,https://prsindia.org/mptrack/17-lok-sabha/manne-srinivas-reddy,23,19,12,21,16,10,14,9,13,11,13,9,11,5,11,5,4,4,6,13,7,10,7,6,10,2,6,3,8,5,6,7,0,3,4,1,3,6,0,3,1,7,1,4,2,3,1,2,2,2,1,2,0,0,0,1,1,0,0,0,0,0,0
anumula-revanth-reddy,Anumula Revanth Reddy,INC,Telangana,Malkajgiri,Male,56 years,Graduate,66,17,197,197,0,https://prsindia.org/mptrack/17-lok-sabha/anumula-revanth-reddy,18,7,6,9,10,8,8,3,1,8,11,3,3,4,4,7,3,2,3,3,5,3,5,1,3,2,6,1,9,2,2,0,0,5,4,1,2,4,5,0,4,1,3,2,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
kotha-prabhakar-reddy,Kotha Prabhakar Reddy,BRS,Telangana,Medak,Male,58 years,Graduate,51,36,332,332,0,https://prsindia.org/mptrack/17-lok-sabha/kotha-prabhakar-reddy,16,18,10,21,15,18,7,11,12,12,14,12,4,6,7,9,4,8,7,7,4,14,4,4,10,3,5,5,7,9,4,7,3,3,3,1,2,3,3,1,1,4,0,2,2,0,4,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0
ramulu-pothuganti,Ramulu Pothuganti,BRS,Telangana,Nagarkurnool,Male,71 years,Graduate,81,22,6,6,0,https://prsindia.org/mptrack/17-lok-sabha/ramulu-pothuganti,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uttam-kumar-nalamada-reddy,Uttam Kumar Nalamada Reddy,INC,Telangana,Nalgonda,Male,61 years,Graduate,85,18,187,187,0,https://prsindia.org/mptrack/17-lok-sabha/uttam-kumar-nalamada-reddy,17,26,10,11,9,8,10,3,3,5,5,0,4,4,2,8,1,1,3,0,1,1,0,2,0,1,3,0,5,6,0,2,0,3,8,5,1,6,1,0,2,2,1,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
arvind-dharmapuri,Arvind Dharmapuri,BJP,Telangana,Nizamabad,Male,47 years,Post Graduate,88,5,92,92,0,https://prsindia.org/mptrack/17-lok-sabha/arvind-dharmapuri,7,3,3,2,2,1,4,3,3,4,2,5,3,1,5,1,1,0,1,2,1,4,2,1,3,2,0,2,1,2,4,3,3,0,1,3,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
venkatesh-netha-borlakunta,Venkatesh Netha Borlakunta,BRS,Telangana,Peddapalle,Male,47 years,Doctorate,61,5,240,240,0,https://prsindia.org/mptrack/17-lok-sabha/venkatesh-netha-borlakunta,18,12,12,17,7,4,6,8,3,8,5,10,6,8,8,6,3,4,4,5,5,6,3,1,3,4,5,2,2,2,6,6,2,4,4,1,2,6,2,0,0,2,3,0,2,1,4,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0
g-kishan-reddy,G. Kishan Reddy,BJP,Telangana,Secunderabad,Male,63 years,Diploma Course,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/g-kishan-reddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dayakar-pasunoori,Dayakar Pasunoori,BRS,Telangana,Warangal,Male,56 years,Graduate,54,3,149,149,0,https://prsindia.org/mptrack/17-lok-sabha/dayakar-pasunoori,10,5,8,10,6,4,3,4,4,3,6,4,4,4,4,7,0,4,3,3,2,3,1,1,2,1,5,1,6,2,5,3,2,2,1,0,0,3,1,0,0,3,2,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
bheemrao-b-patil,Bheemrao B. Patil,BRS,Telangana,Zahirabad,Male,68 years,Graduate,80,66,269,269,0,https://prsindia.org/mptrack/17-lok-sabha/bheemrao-b-patil,11,15,11,5,13,8,2,12,10,7,2,5,1,1,7,4,18,16,3,7,3,3,7,12,9,4,5,2,4,7,9,3,6,2,8,4,5,1,0,5,1,0,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rebati-tripura,Rebati Tripura,BJP,Tripura,Tripura East,Male,47 years,Information Not Available,91,13,235,235,0,https://prsindia.org/mptrack/17-lok-sabha/rebati-tripura,7,16,14,8,3,6,8,8,8,9,7,10,1,2,5,3,7,6,4,9,2,3,2,12,6,11,3,3,3,3,5,2,5,5,2,5,1,2,1,5,1,3,0,0,1,0,0,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0
pratima-bhoumik,Pratima Bhoumik,BJP,Tripura,Tripura West,Female,54 years,Information Not Available,84,17,164,164,0,https://prsindia.org/mptrack/17-lok-sabha/pratima-bhoumik,14,8,6,6,1,3,1,5,2,3,7,3,2,5,4,6,5,5,3,2,3,3,4,1,3,5,3,5,4,3,2,2,3,6,2,2,4,1,5,1,0,1,0,0,1,1,0,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0
sp-singh-baghel,S.P. Singh Baghel,BJP,Uttar Pradesh,Agra,Male,63 years,Doctorate,95,23,5,5,0,https://prsindia.org/mptrack/17-lok-sabha/sp-singh-baghel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devendra-singh-bhole-singh,Devendra Singh @ Bhole Singh,BJP,Uttar Pradesh,Akbarpur,Male,69 years,Matric,87,25,51,51,0,https://prsindia.org/mptrack/17-lok-sabha/devendra-singh-bhole-singh,1,5,4,0,2,1,1,1,2,1,0,0,1,0,5,0,4,3,0,1,3,1,1,0,0,1,1,2,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satish-kumar,Satish Kumar,BJP,Uttar Pradesh,Aligarh,Male,51 years,Matric,89,8,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/satish-kumar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rita-bahuguna-joshi,Rita Bahuguna Joshi,BJP,Uttar Pradesh,Allahabad,Female,74 years,Information Not Available,76,28,310,310,0,https://prsindia.org/mptrack/17-lok-sabha/rita-bahuguna-joshi,13,10,12,10,13,9,13,15,9,7,6,12,7,8,6,4,6,2,5,10,11,5,6,9,5,8,7,4,15,5,4,2,2,1,2,9,2,4,4,6,4,2,1,2,3,1,2,1,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0
ritesh-pandey,Ritesh Pandey,BSP,Uttar Pradesh,Ambedkar Nagar,Male,42 years,Graduate,93,137,235,235,4,https://prsindia.org/mptrack/17-lok-sabha/ritesh-pandey,12,7,9,14,6,14,9,7,3,4,10,3,4,5,5,7,2,8,3,8,2,8,2,3,3,5,6,1,3,3,1,8,1,6,8,4,3,2,8,1,0,3,2,0,3,0,1,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
smriti-zubin-irani,Smriti Zubin Irani,BJP,Uttar Pradesh,Amethi,Female,47 years,Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/smriti-zubin-irani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kunwar-danish-ali,Kunwar Danish Ali,BSP,Uttar Pradesh,Amroha,Male,48 years,Post Graduate,97,143,212,212,2,https://prsindia.org/mptrack/17-lok-sabha/kunwar-danish-ali,17,11,11,13,17,6,6,8,5,4,21,1,7,4,4,1,1,6,3,3,1,2,0,2,3,0,6,0,3,1,0,11,2,3,2,1,1,0,2,0,0,2,16,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
dharmendra-kumar,Dharmendra Kumar,BJP,Uttar Pradesh,Aonla,Male,55 years,Matric,93,8,138,138,0,https://prsindia.org/mptrack/17-lok-sabha/dharmendra-kumar,9,8,9,4,16,1,1,6,7,7,2,2,3,2,8,4,4,1,0,3,0,5,1,0,0,0,4,1,0,1,3,0,1,1,2,0,0,0,3,1,2,1,8,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
